Emoji,Unicode Name,Description
🌡️,Thermometer,digital download
🔔,Bell,metal
🤔,Thinking Face,analyzing the situation
🤔,Thinking Face,analyzing economic situation
🤔,Thinking Face,consider the situation
🤔,Thinking Face,analyzing current situation
🚗,Automobile,garage car
🚗,Automobile,garage shop
📈,Chart Increasing,market
📡,Satellite Antenna,antenna space
📡,Satellite Antenna,outer space
📡,Satellite Antenna,antenna array
📡,Satellite Antenna,hilbert space
👍,Thumbs Up,yes
🧭,Compass,hiking
🍷,Wine Glass,red wine glass
🍷,Wine Glass,red stained glass
🍷,Wine Glass,crystal wine glass
🍷,Wine Glass,red wine cellar
🤔,Thinking Face,looking for answers
🤔,Thinking Face,search for answers
🤔,Thinking Face,looking for something
⌛,Hourglass Done,temporal symbol
⌛,Hourglass Done,temporal symmetry
⌛,Hourglass Done,vertex symbol
⌛,Hourglass Done,time is up
⌛,Hourglass Done,time is unknown
⌛,Hourglass Done,everybody is up
⌛,Hourglass Done,time picks up
🍦,Soft Serve,snack
✈️,Airplane,sky flight
✈️,Airplane,skywatch
🙄,Face with Rolling Eyes,frustration
✈️,Airplane,airplane
🔥,Fire,blazing fire and heat
🔥,Fire,blazing fire and flames
🔥,Fire,blazing fire and lightning
🧪,Test Tube,reaction
☀️,Sun,rays
🙄,Face with Rolling Eyes,eye rolling
🙄,Face with Rolling Eyes,stop rolling
🙄,Face with Rolling Eyes,slow rolling
🙄,Face with Rolling Eyes,eyeball
📏,Straight Ruler,geometry
☕,Hot Beverage,cocoa
🍺,Beer Mug,glass of ale
🍺,Beer Mug,glass of wine
🍺,Beer Mug,glasshouse ale
🍺,Beer Mug,taste of ale
🖋️,Fountain Pen,elegant pen
🖋️,Fountain Pen,elegant suite
🕯️,Candle,glow light
🕯️,Candle,bright light
🕯️,Candle,glowworm
🛏️,Bed,rest
🌍,Globe Showing Europe-Africa,nature globe
🌍,Globe Showing Europe-Africa,nature conservation
🌍,Globe Showing Europe-Africa,golden globe
🔌,Electric Plug,connection
🍺,Beer Mug,weekend party drink
🍺,Beer Mug,weekend hot drink
🍺,Beer Mug,weekend party festival
🍺,Beer Mug,weekend best drink
🎸,Guitar,musician at work
🎸,Guitar,doctors at work
🎸,Guitar,musicianial work
🎸,Guitar,people at work
🍰,Shortcake,baked
🙄,Face with Rolling Eyes,serious
🚗,Automobile,sedan car
🚗,Automobile,sedan express
📓,Notebook,student notebook
📓,Notebook,student council
📓,Notebook,student union
🌍,Globe Showing Europe-Africa,geography and maps
🌍,Globe Showing Europe-Africa,maps and maps
🌍,Globe Showing Europe-Africa,geography and ecology
🌍,Globe Showing Europe-Africa,geography and history
📈,Chart Increasing,improving daily
📈,Chart Increasing,improving productivity
📈,Chart Increasing,improving performance
😭,Loudly Crying Face,emotional breakdown
😭,Loudly Crying Face,traffic breakdown
😭,Loudly Crying Face,emotional therapy
😭,Loudly Crying Face,road breakdown
✂️,Scissors,scissors tool
🌈,Rainbow,luck magic
🌈,Rainbow,luckless
🌈,Rainbow,luckenbach
🍦,Soft Serve,sweet summer treat
🍦,Soft Serve,strawberry summer treat
🍦,Soft Serve,sweet potato treat
🍦,Soft Serve,sweet summer breeze
🍔,Hamburger,meal burger
🍔,Hamburger,bob burger
🍔,Hamburger,andy burger
🥳,Partying Face,win
🏀,Basketball,basketball orange
📱,Mobile Phone,mobile phone
📱,Mobile Phone,mobile computing
📱,Mobile Phone,mobile broadband
📱,Mobile Phone,cellular phone
🥗,Green Salad,spinach salad
🥗,Green Salad,spinachweed
🛋️,Couch and Lamp,couch home
🛋️,Couch and Lamp,welcome home
🛋️,Couch and Lamp,couchette
✏️,Pencil,yellow
🤔,Thinking Face,considering all the options
🤔,Thinking Face,considering all possible options
🤔,Thinking Face,considering all viable options
🤔,Thinking Face,considering all the possibilities
📂,Open File Folder,work folder
📂,Open File Folder,workflow
🍰,Shortcake,strawberry and cream
🍰,Shortcake,strawberry and vanilla
🍰,Shortcake,milk and cream
🍰,Shortcake,sugar and cream
🙏,Folded Hands,thank you kindly
🙏,Folded Hands,treating you kindly
🙏,Folded Hands,thank thee kindly
🙏,Folded Hands,thank me kindly
🔬,Microscope,microscope tool
🔬,Microscope,simulation tool
🏀,Basketball,game
🍔,Hamburger,tasty sandwich
🍔,Hamburger,pork sandwich
🍔,Hamburger,tasty sauce
🔨,Hammer,fix
🧼,Soap,cleaning with water
🧼,Soap,cleaning with brushes
🧼,Soap,cleaning clean water
🧼,Soap,filled with water
🔒,Locked,bolt
🔌,Electric Plug,energy plug
😎,Smiling Face with Sunglasses,sunny day at beach
😎,Smiling Face with Sunglasses,sunny day long beach
😎,Smiling Face with Sunglasses,sunny morning at beach
😎,Smiling Face with Sunglasses,sunny day harbor beach
🕯️,Candle,flame candle
🕯️,Candle,flamengo
🕯️,Candle,flamenco
🚿,Shower,bathroom plumbing
🚿,Shower,bathroom suite
🚿,Shower,bathroom stall
🚿,Shower,emergency plumbing
🖋️,Fountain Pen,tool
📓,Notebook,daily diary
📓,Notebook,daily mail
📓,Notebook,the diary
📓,Notebook,secret diary
🚿,Shower,shower routine
🚿,Shower,shower curtain
🚿,Shower,drum routine
🚿,Shower,shower room
🛏️,Bed,dreaming
🎸,Guitar,strumming
🧼,Soap,bubbles soap
🧪,Test Tube,mixing solutions
🧪,Test Tube,integrated solutions
🧪,Test Tube,crisis solutions
🖼️,Framed Picture,picture
💊,Pill,health treatment
💊,Pill,health insurance
💊,Pill,health matters
☕,Hot Beverage,liquid hot
☕,Hot Beverage,liquid nitrogen
☕,Hot Beverage,liquid crystals
❄️,Snowflake,ice
🗺️,World Map,paper map
🗺️,World Map,paper mill
🗺️,World Map,topographic map
🗺️,World Map,papermaking
🥗,Green Salad,greens salad
🥗,Green Salad,greensgate
🥗,Green Salad,greenspace
🍔,Hamburger,hungry burger
🍔,Hamburger,hungry birds
🌧️,Cloud with Rain,sky cloud
🌧️,Cloud with Rain,skywatch
🌧️,Cloud with Rain,storm cloud
🌧️,Cloud with Rain,skype
🧸,Teddy Bear,plush mouse
🚗,Automobile,car driving
🔦,Flashlight,battery torch
🔦,Flashlight,battery packs
👍,Thumbs Up,thumbs up emoji
👍,Thumbs Up,thumbstream emoji
👍,Thumbs Up,pick up emoji
👍,Thumbs Up,dial up emoji
💡,Light Bulb,plan
🔦,Flashlight,flashlight battery
🔦,Flashlight,3rd battery
🔦,Flashlight,mobile battery
🙏,Folded Hands,appreciative
🤣,Rolling on the Floor Laughing,peak comedy moment
🤣,Rolling on the Floor Laughing,peak comedy awards
🤣,Rolling on the Floor Laughing,peak extinction moment
🤣,Rolling on the Floor Laughing,peak comedy hour
😊,Smiling Face with Smiling Eyes,peaceful happy face
😊,Smiling Face with Smiling Eyes,peaceful happy days
😊,Smiling Face with Smiling Eyes,peaceful white face
🥳,Partying Face,party mode
🥳,Partying Face,party list
🥳,Partying Face,party affiliation
🌧️,Cloud with Rain,storm weather
🌧️,Cloud with Rain,stormwatch
🌧️,Cloud with Rain,storm tide
🌧️,Cloud with Rain,cold weather
❄️,Snowflake,frozen water flake
❄️,Snowflake,salt water flake
❄️,Snowflake,frozen water lake
🚂,Locomotive,steam train
📡,Satellite Antenna,tv antenna
📡,Satellite Antenna,radio antenna
📡,Satellite Antenna,radar antenna
🌡️,Thermometer,thermometer weather
🌡️,Thermometer,bad weather
🌡️,Thermometer,thermometer apparatus
💊,Pill,prescription drug
💊,Pill,psychedelic drug
💊,Pill,prescription medicine
💊,Pill,orphan drug
🚿,Shower,washing
🍔,Hamburger,hamburger
🍷,Wine Glass,glass of merlot
🍷,Wine Glass,glass of champagne
🍷,Wine Glass,portrait of merlot
🍷,Wine Glass,adventures of merlot
❄️,Snowflake,delicate ice design
❄️,Snowflake,delicate object design
❄️,Snowflake,polar ice design
❄️,Snowflake,delicate flower design
🍎,Red Apple,forbidden fruit story
🍎,Red Apple,forbidden fruit garden
🍎,Red Apple,forbidden treasure story
🍎,Red Apple,forbidden love story
🥪,Sandwich,toasted bread slices
🥪,Sandwich,toasted breadcake
🥪,Sandwich,toasted bread pudding
🥪,Sandwich,sliced bread slices
☀️,Sun,light sun
☀️,Sun,rising sun
☀️,Sun,lightfoot
☀️,Sun,lightwood
🏀,Basketball,hoop
🔥,Fire,blazing fast
🔥,Fire,blazing skies
🔥,Fire,lightning fast
🐱,Cat Face,ears
🏠,House,family house
🏠,House,manor house
😎,Smiling Face with Sunglasses,relaxed
⚽,Soccer Ball,goals ball
⚽,Soccer Ball,goals against
🌡️,Thermometer,sensing
💰,Money Bag,money wealth
💰,Money Bag,sovereign wealth
😊,Smiling Face with Smiling Eyes,friendly greeting
😊,Smiling Face with Smiling Eyes,friendly matches
😊,Smiling Face with Smiling Eyes,official greeting
😊,Smiling Face with Smiling Eyes,friendly match
✈️,Airplane,clouds
💻,Laptop,typing
😊,Smiling Face with Smiling Eyes,friendly
😂,Face with Tears of Joy,im finished
😂,Face with Tears of Joy,never finished
📏,Straight Ruler,wood
🌧️,Cloud with Rain,rain weather
🌧️,Cloud with Rain,raindance
🌧️,Cloud with Rain,raindown
🍎,Red Apple,apple surface
🍎,Red Apple,outer surface
🍎,Red Apple,ventral surface
🖋️,Fountain Pen,calligraphy
🚽,Toilet,daily hygiene
🚽,Toilet,daily express
🚽,Toilet,occupational hygiene
🚿,Shower,hot water shower
🚿,Shower,hot water bath
🚿,Shower,hot spring shower
🚿,Shower,fresh water shower
🐶,Dog Face,barking and playing
🐶,Dog Face,barking and barking
🐶,Dog Face,barking and screaming
🐶,Dog Face,barking and kicking
🚗,Automobile,travel
🍰,Shortcake,layer of berries
🍰,Shortcake,list of berries
🍰,Shortcake,variety of berries
🍰,Shortcake,cultivation of berries
🎾,Tennis,tennis ball
🎾,Tennis,crystal ball
🎾,Tennis,tennis championships
🕯️,Candle,glowing candle
🕯️,Candle,glowing sky
🕯️,Candle,white candle
💡,Light Bulb,source
✏️,Pencil,pencil yellow
✏️,Pencil,golden yellow
✏️,Pencil,bright yellow
🖼️,Framed Picture,painting
💡,Light Bulb,bright bulb
💡,Light Bulb,bright sky
📚,Books,reading
📡,Satellite Antenna,satellite dish
📡,Satellite Antenna,satellite navigation
📡,Satellite Antenna,satellite imagery
📡,Satellite Antenna,hot dish
🖋️,Fountain Pen,pen calligraphy
🖋️,Fountain Pen,arabic calligraphy
🖋️,Fountain Pen,chinese calligraphy
🔨,Hammer,wood
🍎,Red Apple,pet
📚,Books,library and study
📚,Books,study and study
📚,Books,research and study
📚,Books,teaching and study
💡,Light Bulb,spark bulb
💡,Light Bulb,spark plug
🥪,Sandwich,slice
🎸,Guitar,electric guitar
🎸,Guitar,electric locomotive
🎸,Guitar,slide guitar
🎸,Guitar,electric bicycles
🍦,Soft Serve,summer dessert
🍦,Soft Serve,strawberry dessert
🍦,Soft Serve,summer olympics
✏️,Pencil,pencil lead
✏️,Pencil,male lead
🐱,Cat Face,cat
🛁,Bathtub,bubbles and soap
🛁,Bathtub,bubbles of soap
🛁,Bathtub,wine and soap
🛁,Bathtub,bubbles and bubbles
📚,Books,student life
📚,Books,student council
📚,Books,student association
📚,Books,daily life
😍,Smiling Face with Heart-Eyes,love this look
😍,Smiling Face with Heart-Eyes,watch this look
😍,Smiling Face with Heart-Eyes,love this girl
😍,Smiling Face with Heart-Eyes,love to look
🚗,Automobile,car sedan
🚗,Automobile,chevrolet sedan
😭,Loudly Crying Face,feeling tragic
😭,Loudly Crying Face,very tragic
😭,Loudly Crying Face,feeling lonely
😍,Smiling Face with Heart-Eyes,beautiful day
😍,Smiling Face with Heart-Eyes,labor day
😍,Smiling Face with Heart-Eyes,beautiful beauty
🔦,Flashlight,night light
🔦,Flashlight,guiding light
🔦,Flashlight,nighthawks
🔦,Flashlight,nighthawk
🐱,Cat Face,animal kitten
🐱,Cat Face,killer kitten
🐱,Cat Face,animal rescue
🍺,Beer Mug,pub beer
🌍,Globe Showing Europe-Africa,geography globe
🌍,Globe Showing Europe-Africa,boston globe
🚽,Toilet,flushing
🥪,Sandwich,meal sandwich
😎,Smiling Face with Sunglasses,nothing
🔒,Locked,locked safe
🔒,Locked,stay safe
🌧️,Cloud with Rain,vibes
🧬,DNA,medical dna
🧬,DNA,medical ethics
🧬,DNA,medical education
🧪,Test Tube,medical
❤️,Red Heart,true love
❤️,Red Heart,pure love
🖋️,Fountain Pen,fancy pen
🖋️,Fountain Pen,fancy fancy
🖋️,Fountain Pen,fancy dress
📈,Chart Increasing,positive trend line
📈,Chart Increasing,current trend line
📈,Chart Increasing,positive trending
✏️,Pencil,wooden pencil
✏️,Pencil,wooden bridge
✏️,Pencil,wooden box
🏠,House,family
🎁,Wrapped Gift,surprise gift
🍕,Pizza,sauce pizza
😎,Smiling Face with Sunglasses,confident
🏠,House,indoor
🍔,Hamburger,beef burger
🍔,Hamburger,beef stew
🍔,Hamburger,beef cattle
🍔,Hamburger,beefcake
🙏,Folded Hands,please and thank you
🙏,Folded Hands,goodbye and thank you
🙏,Folded Hands,congratulations and thank you
⚽,Soccer Ball,white ball
🤔,Thinking Face,stay curious
🤔,Thinking Face,how curious
🤔,Thinking Face,very curious
🤔,Thinking Face,stay here
🕯️,Candle,candle wax
🕯️,Candle,hot wax
🕯️,Candle,sealing wax
🍷,Wine Glass,alcohol wine
🍷,Wine Glass,alcohol abuse
😎,Smiling Face with Sunglasses,stylish look
😎,Smiling Face with Sunglasses,dirty look
😎,Smiling Face with Sunglasses,nice look
😎,Smiling Face with Sunglasses,stylish outfits
🌈,Rainbow,happy
🐱,Cat Face,cat animal
🐱,Cat Face,catena
🐱,Cat Face,wild animal
✨,Sparkles,twinkling stars
✨,Sparkles,twinkling clouds
✨,Sparkles,twinkling bells
☀️,Sun,morning
📸,Camera with Flash,camera
💊,Pill,taking medicine
💊,Pill,taking yields
🍦,Soft Serve,white
💔,Broken Heart,sadness
🕯️,Candle,warm candle
🕯️,Candle,burning candle
🌡️,Thermometer,measuring temperature
🌡️,Thermometer,measuring distances
📈,Chart Increasing,profits chart
🎾,Tennis,serve and volley
🎾,Tennis,servence volley
🎾,Tennis,servencia volley
🎾,Tennis,serve and learn
🕰️,Mantelpiece Clock,time
🔦,Flashlight,beam flashlight
🔦,Flashlight,beam effect
🔦,Flashlight,beam bridge
🔦,Flashlight,laser flashlight
💰,Money Bag,rich bag
💰,Money Bag,richley
💻,Laptop,hardware
☀️,Sun,bright sky
☀️,Sun,bright skies
☀️,Sun,vanilla sky
🛁,Bathtub,relaxation bath
🛁,Bathtub,relaxation theory
🎾,Tennis,tennis tour
🎾,Tennis,european tour
☕,Hot Beverage,tea hot
☕,Hot Beverage,teacup
🛁,Bathtub,relaxation spot
🛁,Bathtub,playoff spot
🧸,Teddy Bear,teddy gift
🧸,Teddy Bear,teddy roosevelt
😎,Smiling Face with Sunglasses,wearing dark shades
😎,Smiling Face with Sunglasses,wearing dark glasses
😎,Smiling Face with Sunglasses,wearing dark sunglasses
😎,Smiling Face with Sunglasses,wearing dark robes
📚,Books,school books
📚,Books,penguin books
📚,Books,school buses
🔔,Bell,alert and alarm
🔔,Bell,alarm and alarm
🔔,Bell,panic and alarm
🔔,Bell,alert fire alarm
🔑,Key,door key
🔑,Key,door opens
🔭,Telescope,view
🙏,Folded Hands,high five
🙏,Folded Hands,high voltage
🙏,Folded Hands,high tide
🙏,Folded Hands,high school
🔥,Fire,destroying the game
🔥,Fire,destroying any game
🔥,Fire,winning the game
🔥,Fire,destroying the world
🕰️,Mantelpiece Clock,clock shelf
🕰️,Mantelpiece Clock,top shelf
🤡,Clown Face,paint
🚪,Door,exit
🚗,Automobile,automobile
🍕,Pizza,slice
🚂,Locomotive,steam
🔥,Fire,high energy
🔥,Fire,solar energy
🔥,Fire,high voltage
🔥,Fire,renewable energy
⚽,Soccer Ball,fun
🚿,Shower,body
❄️,Snowflake,white oak
❄️,Snowflake,white dwarf
🤡,Clown Face,circus
☕,Hot Beverage,hot drink
☕,Hot Beverage,mixed drink
☕,Hot Beverage,hot springs
🍺,Beer Mug,lager beer
🍺,Beer Mug,lagerqvist
🍺,Beer Mug,lagerfeld
📈,Chart Increasing,chart increasing
📈,Chart Increasing,chartres
📈,Chart Increasing,steadily increasing
🚂,Locomotive,moving on iron
🚂,Locomotive,moving pig iron
🚂,Locomotive,moving wrought iron
🚂,Locomotive,treatise on iron
🧼,Soap,soap washing
🧼,Soap,hand washing
🧼,Soap,table washing
🧼,Soap,breast washing
🛳️,Passenger Ship,travel
🧸,Teddy Bear,toy
🍦,Soft Serve,sweet sixteen
🍦,Soft Serve,sweet tea
🚿,Shower,hygiene shower
🚿,Shower,hygiene department
🚿,Shower,meteor shower
🍎,Red Apple,surface apple
🍎,Red Apple,surface tension
🍎,Red Apple,surface mapping
🐱,Cat Face,playful kitty
🐱,Cat Face,miss kitty
🐱,Cat Face,playful dance
😴,Sleeping Face,midnight sleep
😴,Sleeping Face,midnight sunrise
😴,Sleeping Face,deep sleep
😴,Sleeping Face,midnight madness
🛏️,Bed,item
📱,Mobile Phone,digital
⌛,Hourglass Done,gravity and sand
⌛,Hourglass Done,gravity and gravity
⌛,Hourglass Done,gravity and motion
⌛,Hourglass Done,gravity and momentum
🧬,DNA,medicine
📚,Books,books piles
📚,Books,stone piles
📚,Books,waste piles
😂,Face with Tears of Joy,top tier joke
😂,Face with Tears of Joy,top tier soccer
😂,Face with Tears of Joy,lower tier joke
😂,Face with Tears of Joy,upper tier joke
⚽,Soccer Ball,cup
🚿,Shower,wet shower
🚿,Shower,wettest
🚿,Shower,spring shower
🚪,Door,entrance door
🚪,Door,entrance hall
🚪,Door,entrance gate
🔦,Flashlight,torch flashlight
🔦,Flashlight,super flashlight
🔦,Flashlight,torchwood
🍦,Soft Serve,vanilla ice
🍦,Soft Serve,giant ice
🍦,Soft Serve,vanilla rhapsody
🎾,Tennis,net and baseline
🎾,Tennis,net neutrality baseline
🎾,Tennis,net and net
🎾,Tennis,latitude and baseline
🥳,Partying Face,cheer
📍,Round Pushpin,let us meet here
📍,Round Pushpin,let me meet here
📍,Round Pushpin,let them meet here
🔌,Electric Plug,cord
👍,Thumbs Up,everything is okay
👍,Thumbs Up,everything is alright
👍,Thumbs Up,everybody is okay
💰,Money Bag,wealth and prosperity
💰,Money Bag,wealth and happiness
💰,Money Bag,growth and prosperity
💰,Money Bag,wealth and fortune
