Emoji,Unicode Name,Description
🎈,Balloon,birthday
💀,Skull,bony skull face
💀,Skull,upper skull face
💀,Skull,bony skull fragment
💀,Skull,bony gray face
🎾,Tennis,ball
💔,Broken Heart,shattered love
💔,Broken Heart,shattered dreams
💔,Broken Heart,shattered hearts
💔,Broken Heart,sweet love
🙏,Folded Hands,thanks
💊,Pill,capsule pill
💊,Pill,capsule contents
🚲,Bicycle,transport bike
🧬,DNA,genes
🧸,Teddy Bear,brown fur bear
🧸,Teddy Bear,great fur bear
🙏,Folded Hands,deep appreciation and thanks
🙏,Folded Hands,deepest appreciation and thanks
🙏,Folded Hands,deep appreciation and respect
🙏,Folded Hands,deep appreciation of thanks
🔨,Hammer,labor
🚗,Automobile,driving car
🚗,Automobile,cable car
🚗,Automobile,driving lessons
🚗,Automobile,driving simulator
🕰️,Mantelpiece Clock,shelf
🔑,Key,house key
🔑,Key,housepage
🔑,Key,housewife
📍,Round Pushpin,mark here
📍,Round Pushpin,from here
🐱,Cat Face,kitten
✈️,Airplane,trip airplane
✈️,Airplane,tripoint
✈️,Airplane,jet airplane
🍷,Wine Glass,drink wine
🍷,Wine Glass,drinkout
🥪,Sandwich,picnic
📸,Camera with Flash,bright
⚽,Soccer Ball,field and goals
⚽,Soccer Ball,field of goals
⚽,Soccer Ball,points and goals
❤️,Red Heart,big hugs
❤️,Red Heart,big bang
❤️,Red Heart,bigfoot
🔒,Locked,safety
⌚,Watch,ticking time piece
⌚,Watch,ticking puzzle piece
⌚,Watch,slow time piece
⌚,Watch,ticking brass piece
🥗,Green Salad,bowl
🎾,Tennis,hobby
🔥,Fire,looking spicy
🔥,Fire,super spicy
🔥,Fire,looking forward
🚀,Rocket,skyrocketing results
🚀,Rocket,skyrocketing index
🚀,Rocket,official results
🧺,Basket,carrier
📱,Mobile Phone,phone computer
📱,Mobile Phone,phone call
📱,Mobile Phone,personal computer
😴,Sleeping Face,need nap
😴,Sleeping Face,sleepy nap
😴,Sleeping Face,happy nap
🚗,Automobile,car traffic
🚗,Automobile,goods traffic
🥗,Green Salad,dressing salad
🥗,Green Salad,dressing up
😊,Smiling Face with Smiling Eyes,smiling at the world
😊,Smiling Face with Smiling Eyes,shooting at the world
😊,Smiling Face with Smiling Eyes,smiling around the world
😊,Smiling Face with Smiling Eyes,smiling at this world
📑,Bookmark Tabs,finding spot
📑,Bookmark Tabs,playoff spot
📑,Bookmark Tabs,finding solutions
📑,Bookmark Tabs,penalty spot
💻,Laptop,browsing
✏️,Pencil,yellow wooden pencil
✏️,Pencil,yellow wooden pagoda
🚂,Locomotive,travel train
✏️,Pencil,notes
🕯️,Candle,romantic candle
🕯️,Candle,romanticism
🍦,Soft Serve,melting in the sun
🍦,Soft Serve,melting beneath the sun
🍦,Soft Serve,melting under the sun
🚪,Door,portal door
🚪,Door,portal portal
🔑,Key,symbolic metal key
🔑,Key,symbolic value key
🔑,Key,symbolic metalworking
🔑,Key,symbolic metal objects
⌛,Hourglass Done,sand glass
⌛,Hourglass Done,sandhurst
⌛,Hourglass Done,stained glass
⌛,Hourglass Done,sand dune
👍,Thumbs Up,work done
👍,Thumbs Up,all done
🛳️,Passenger Ship,boat water
🛳️,Passenger Ship,boat race
🛳️,Passenger Ship,boathouse
🛳️,Passenger Ship,holy water
🗺️,World Map,continents
📡,Satellite Antenna,wireless data
📡,Satellite Antenna,satellite data
📡,Satellite Antenna,wireless communications
🎸,Guitar,time
🔔,Bell,dinner is ready
🔔,Bell,dinner is served
🔔,Bell,dinner is eaten
🔔,Bell,dinner gets ready
🖋️,Fountain Pen,pen ink
🖋️,Fountain Pen,pentec
🖋️,Fountain Pen,adobe ink
✂️,Scissors,pair scissors
✂️,Scissors,pair skating
✂️,Scissors,pairwise
⚽,Soccer Ball,soccer
🧹,Broom,wooden
🚽,Toilet,sanitation
🙏,Folded Hands,thankful soul
🙏,Folded Hands,broken soul
🙏,Folded Hands,pure soul
🌈,Rainbow,rainbow
📑,Bookmark Tabs,document
🤔,Thinking Face,curious george
🤔,Thinking Face,prince george
🤔,Thinking Face,curious creatures
✏️,Pencil,pencil art
✏️,Pencil,installation art
✏️,Pencil,fine art
🍕,Pizza,crust pizza
🧺,Basket,harvest basket
🧺,Basket,harvester
🏮,Red Paper Lantern,celebration decor
🏮,Red Paper Lantern,celebration festival
🏮,Red Paper Lantern,interior decor
🤔,Thinking Face,brain teaser
🤔,Thinking Face,opening teaser
🤔,Thinking Face,cd teaser
🤔,Thinking Face,brain tumor
☀️,Sun,yellow sun
☀️,Sun,yellow line
☀️,Sun,desert sun
🛁,Bathtub,warm
🤡,Clown Face,joke face
🚪,Door,portal
😴,Sleeping Face,nap face
😴,Sleeping Face,napa
😴,Sleeping Face,napoma
📸,Camera with Flash,photo shot
📸,Camera with Flash,jump shot
📸,Camera with Flash,photo gallery
📸,Camera with Flash,photogenic
🔑,Key,success
🍷,Wine Glass,red wine drink
🍷,Wine Glass,best wine drink
🍷,Wine Glass,red milk drink
🍷,Wine Glass,red hot drink
🪒,Razor,personal grooming
🪒,Razor,personal finance
🪒,Razor,animal grooming
💀,Skull,tired as hell
💀,Skull,tired in hell
💀,Skull,guilty as hell
💀,Skull,tired like hell
💊,Pill,health
🎈,Balloon,flying balloon
🎈,Balloon,flying tigers
🎈,Balloon,flying circus
🍕,Pizza,delicious pizza
🍕,Pizza,delicious soup
🖼️,Framed Picture,picture frame
🖼️,Framed Picture,balloon frame
🖼️,Framed Picture,sliding frame
🖼️,Framed Picture,wire frame
✈️,Airplane,runway
✂️,Scissors,school project tool
✂️,Scissors,school learning tool
✂️,Scissors,school project project
🪒,Razor,tool
🤔,Thinking Face,what is the catch
🤔,Thinking Face,what was the catch
🤔,Thinking Face,what is the problem
🤔,Thinking Face,where is the catch
🧪,Test Tube,laboratory tube
🧪,Test Tube,laboratory operations
🌧️,Cloud with Rain,cold rainy weather
🌧️,Cloud with Rain,cold rainy nights
🌧️,Cloud with Rain,coldest weather
🌧️,Cloud with Rain,cold winter weather
🔥,Fire,absolute heat
🔥,Fire,absolute magnitude
📑,Bookmark Tabs,reading helper
📑,Bookmark Tabs,reading aloud
📑,Bookmark Tabs,emergency helper
📸,Camera with Flash,lens shutter
📸,Camera with Flash,lens reflex
📸,Camera with Flash,vertical shutter
😭,Loudly Crying Face,heartbroken and devastated
😭,Loudly Crying Face,lost and devastated
😭,Loudly Crying Face,heartbroken but devastated
🤔,Thinking Face,let me see
🤔,Thinking Face,lets me see
🤔,Thinking Face,let him see
🤔,Thinking Face,make me see
🧺,Basket,basket shopping
🧺,Basket,apple shopping
🏀,Basketball,scoring
🍦,Soft Serve,dairy treat
🍦,Soft Serve,dairy farming
🍦,Soft Serve,dairy farms
🐶,Dog Face,dog breed
🐶,Dog Face,pure breed
📍,Round Pushpin,fixed point
📍,Round Pushpin,boiling point
📍,Round Pushpin,fixed frequency
⌚,Watch,wrist watch
⌚,Watch,wrist surgery
💊,Pill,wellness
🐱,Cat Face,cat pet
🐱,Cat Face,baby pet
🐱,Cat Face,catania
🌡️,Thermometer,digital thermometer
🌡️,Thermometer,digital download
🔔,Bell,metal
🤔,Thinking Face,analyzing the situation
🤔,Thinking Face,analyzing economic situation
🤔,Thinking Face,consider the situation
🤔,Thinking Face,analyzing current situation
🚗,Automobile,garage car
🚗,Automobile,garage shop
📈,Chart Increasing,market
📡,Satellite Antenna,antenna space
📡,Satellite Antenna,outer space
📡,Satellite Antenna,antenna array
📡,Satellite Antenna,hilbert space
👍,Thumbs Up,yes
🧭,Compass,hiking
🍷,Wine Glass,red wine glass
🍷,Wine Glass,red stained glass
🍷,Wine Glass,crystal wine glass
🍷,Wine Glass,red wine cellar
🤔,Thinking Face,looking for answers
🤔,Thinking Face,search for answers
🤔,Thinking Face,looking for something
⌛,Hourglass Done,temporal symbol
⌛,Hourglass Done,temporal symmetry
⌛,Hourglass Done,vertex symbol
⌛,Hourglass Done,time is up
⌛,Hourglass Done,time is unknown
⌛,Hourglass Done,everybody is up
⌛,Hourglass Done,time picks up
🍦,Soft Serve,snack
✈️,Airplane,sky flight
✈️,Airplane,skywatch
🙄,Face with Rolling Eyes,frustration
✈️,Airplane,airplane
🔥,Fire,blazing fire and heat
🔥,Fire,blazing fire and flames
🔥,Fire,blazing fire and lightning
🧪,Test Tube,reaction
☀️,Sun,rays
🙄,Face with Rolling Eyes,eye rolling
🙄,Face with Rolling Eyes,stop rolling
🙄,Face with Rolling Eyes,slow rolling
🙄,Face with Rolling Eyes,eyeball
📏,Straight Ruler,geometry
☕,Hot Beverage,cocoa
🍺,Beer Mug,glass of ale
🍺,Beer Mug,glass of wine
🍺,Beer Mug,glasshouse ale
🍺,Beer Mug,taste of ale
🖋️,Fountain Pen,elegant pen
🖋️,Fountain Pen,elegant suite
🕯️,Candle,glow light
🕯️,Candle,bright light
🕯️,Candle,glowworm
🛏️,Bed,rest
🌍,Globe Showing Europe-Africa,nature globe
🌍,Globe Showing Europe-Africa,nature conservation
🌍,Globe Showing Europe-Africa,golden globe
🔌,Electric Plug,connection
🍺,Beer Mug,weekend party drink
🍺,Beer Mug,weekend hot drink
🍺,Beer Mug,weekend party festival
🍺,Beer Mug,weekend best drink
🎸,Guitar,musician at work
🎸,Guitar,doctors at work
🎸,Guitar,musicianial work
🎸,Guitar,people at work
🍰,Shortcake,baked
🙄,Face with Rolling Eyes,serious
🚗,Automobile,sedan car
🚗,Automobile,sedan express
📓,Notebook,student notebook
📓,Notebook,student council
📓,Notebook,student union
🌍,Globe Showing Europe-Africa,geography and maps
🌍,Globe Showing Europe-Africa,maps and maps
🌍,Globe Showing Europe-Africa,geography and ecology
🌍,Globe Showing Europe-Africa,geography and history
📈,Chart Increasing,improving daily
📈,Chart Increasing,improving productivity
📈,Chart Increasing,improving performance
😭,Loudly Crying Face,emotional breakdown
😭,Loudly Crying Face,traffic breakdown
😭,Loudly Crying Face,emotional therapy
😭,Loudly Crying Face,road breakdown
✂️,Scissors,scissors tool
🌈,Rainbow,luck magic
🌈,Rainbow,luckless
🌈,Rainbow,luckenbach
🍦,Soft Serve,sweet summer treat
🍦,Soft Serve,strawberry summer treat
🍦,Soft Serve,sweet potato treat
🍦,Soft Serve,sweet summer breeze
🍔,Hamburger,meal burger
🍔,Hamburger,bob burger
🍔,Hamburger,andy burger
🥳,Partying Face,win
🏀,Basketball,basketball orange
📱,Mobile Phone,mobile phone
📱,Mobile Phone,mobile computing
📱,Mobile Phone,mobile broadband
📱,Mobile Phone,cellular phone
🥗,Green Salad,spinach salad
🥗,Green Salad,spinachweed
🛋️,Couch and Lamp,couch home
🛋️,Couch and Lamp,welcome home
🛋️,Couch and Lamp,couchette
✏️,Pencil,yellow
🤔,Thinking Face,considering all the options
🤔,Thinking Face,considering all possible options
🤔,Thinking Face,considering all viable options
🤔,Thinking Face,considering all the possibilities
📂,Open File Folder,work folder
📂,Open File Folder,workflow
🍰,Shortcake,strawberry and cream
🍰,Shortcake,strawberry and vanilla
🍰,Shortcake,milk and cream
🍰,Shortcake,sugar and cream
🙏,Folded Hands,thank you kindly
🙏,Folded Hands,treating you kindly
🙏,Folded Hands,thank thee kindly
🙏,Folded Hands,thank me kindly
🔬,Microscope,microscope tool
🔬,Microscope,simulation tool
🏀,Basketball,game
🍔,Hamburger,tasty sandwich
🍔,Hamburger,pork sandwich
🍔,Hamburger,tasty sauce
🔨,Hammer,fix
🧼,Soap,cleaning with water
🧼,Soap,cleaning with brushes
🧼,Soap,cleaning clean water
🧼,Soap,filled with water
🔒,Locked,bolt
🔌,Electric Plug,energy plug
😎,Smiling Face with Sunglasses,sunny day at beach
😎,Smiling Face with Sunglasses,sunny day long beach
😎,Smiling Face with Sunglasses,sunny morning at beach
😎,Smiling Face with Sunglasses,sunny day harbor beach
🕯️,Candle,flame candle
🕯️,Candle,flamengo
🕯️,Candle,flamenco
🚿,Shower,bathroom plumbing
🚿,Shower,bathroom suite
🚿,Shower,bathroom stall
🚿,Shower,emergency plumbing
🖋️,Fountain Pen,tool
📓,Notebook,daily diary
📓,Notebook,daily mail
📓,Notebook,the diary
📓,Notebook,secret diary
🚿,Shower,shower routine
🚿,Shower,shower curtain
🚿,Shower,drum routine
🚿,Shower,shower room
🛏️,Bed,dreaming
🎸,Guitar,strumming
🧼,Soap,bubbles soap
🧪,Test Tube,mixing solutions
🧪,Test Tube,integrated solutions
🧪,Test Tube,crisis solutions
🖼️,Framed Picture,picture
💊,Pill,health treatment
💊,Pill,health insurance
💊,Pill,health matters
☕,Hot Beverage,liquid hot
☕,Hot Beverage,liquid nitrogen
☕,Hot Beverage,liquid crystals
❄️,Snowflake,ice
🗺️,World Map,paper map
🗺️,World Map,paper mill
🗺️,World Map,topographic map
🗺️,World Map,papermaking
🥗,Green Salad,greens salad
🥗,Green Salad,greensgate
🥗,Green Salad,greenspace
🍔,Hamburger,hungry burger
🍔,Hamburger,hungry birds
🌧️,Cloud with Rain,sky cloud
🌧️,Cloud with Rain,skywatch
🌧️,Cloud with Rain,storm cloud
🌧️,Cloud with Rain,skype
🧸,Teddy Bear,plush mouse
🚗,Automobile,car driving
🔦,Flashlight,battery torch
🔦,Flashlight,battery packs
👍,Thumbs Up,thumbs up emoji
👍,Thumbs Up,thumbstream emoji
👍,Thumbs Up,pick up emoji
👍,Thumbs Up,dial up emoji
💡,Light Bulb,plan
🔦,Flashlight,flashlight battery
🔦,Flashlight,3rd battery
🔦,Flashlight,mobile battery
🙏,Folded Hands,appreciative
🤣,Rolling on the Floor Laughing,peak comedy moment
🤣,Rolling on the Floor Laughing,peak comedy awards
🤣,Rolling on the Floor Laughing,peak extinction moment
🤣,Rolling on the Floor Laughing,peak comedy hour
😊,Smiling Face with Smiling Eyes,peaceful happy face
😊,Smiling Face with Smiling Eyes,peaceful happy days
😊,Smiling Face with Smiling Eyes,peaceful white face
🥳,Partying Face,party mode
🥳,Partying Face,party list
🥳,Partying Face,party affiliation
🌧️,Cloud with Rain,storm weather
🌧️,Cloud with Rain,stormwatch
🌧️,Cloud with Rain,storm tide
🌧️,Cloud with Rain,cold weather
❄️,Snowflake,frozen water flake
❄️,Snowflake,salt water flake
❄️,Snowflake,frozen water lake
🚂,Locomotive,steam train
📡,Satellite Antenna,tv antenna
📡,Satellite Antenna,radio antenna
📡,Satellite Antenna,radar antenna
🌡️,Thermometer,thermometer weather
🌡️,Thermometer,bad weather
🌡️,Thermometer,thermometer apparatus
💊,Pill,prescription drug
💊,Pill,psychedelic drug
💊,Pill,prescription medicine
💊,Pill,orphan drug
🚿,Shower,washing
🍔,Hamburger,hamburger
🍷,Wine Glass,glass of merlot
🍷,Wine Glass,glass of champagne
🍷,Wine Glass,portrait of merlot
🍷,Wine Glass,adventures of merlot
❄️,Snowflake,delicate ice design
❄️,Snowflake,delicate object design
❄️,Snowflake,polar ice design
❄️,Snowflake,delicate flower design
🍎,Red Apple,forbidden fruit story
🍎,Red Apple,forbidden fruit garden
🍎,Red Apple,forbidden treasure story
🍎,Red Apple,forbidden love story
🥪,Sandwich,toasted bread slices
🥪,Sandwich,toasted breadcake
🥪,Sandwich,toasted bread pudding
🥪,Sandwich,sliced bread slices
☀️,Sun,light sun
☀️,Sun,rising sun
☀️,Sun,lightfoot
☀️,Sun,lightwood
🏀,Basketball,hoop
🔥,Fire,blazing fast
🔥,Fire,blazing skies
🔥,Fire,lightning fast
🐱,Cat Face,ears
🏠,House,family house
🏠,House,manor house
😎,Smiling Face with Sunglasses,relaxed
⚽,Soccer Ball,goals ball
⚽,Soccer Ball,goals against
🌡️,Thermometer,sensing
💰,Money Bag,money wealth
💰,Money Bag,sovereign wealth
😊,Smiling Face with Smiling Eyes,friendly greeting
😊,Smiling Face with Smiling Eyes,friendly matches
😊,Smiling Face with Smiling Eyes,official greeting
😊,Smiling Face with Smiling Eyes,friendly match
✈️,Airplane,clouds
💻,Laptop,typing
😊,Smiling Face with Smiling Eyes,friendly
😂,Face with Tears of Joy,im finished
😂,Face with Tears of Joy,never finished
📏,Straight Ruler,wood
🌧️,Cloud with Rain,rain weather
🌧️,Cloud with Rain,raindance
🌧️,Cloud with Rain,raindown
🍎,Red Apple,apple surface
🍎,Red Apple,outer surface
🍎,Red Apple,ventral surface
🖋️,Fountain Pen,calligraphy
🚽,Toilet,daily hygiene
🚽,Toilet,daily express
🚽,Toilet,occupational hygiene
🚿,Shower,hot water shower
🚿,Shower,hot water bath
🚿,Shower,hot spring shower
🚿,Shower,fresh water shower
🐶,Dog Face,barking and playing
🐶,Dog Face,barking and barking
🐶,Dog Face,barking and screaming
🐶,Dog Face,barking and kicking
🚗,Automobile,travel
🍰,Shortcake,layer of berries
🍰,Shortcake,list of berries
🍰,Shortcake,variety of berries
🍰,Shortcake,cultivation of berries
🎾,Tennis,tennis ball
